hospital_id,row_id,line_type,description,rev_code,local_code,code,ms_drg,apr_drg,eapg,hcpcs_cpt,modifiers,alt_hcpcs_cpt,thru,apc,icd,ndc,drug_hcpcs_multiplier,drug_quantity,drug_unit_of_measurement,drug_type_of_measurement,billing_class,setting,rate_category,payer_name,carrier,plan_type,standard_charge,standard_charge_percent,contracting_method,additional_generic_notes,additional_payer_specific_notes
140094,2.63099E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000610_SWEDISH_COVENANT_PHYSICIAN_PARTNERS_2040, Blue Cross, HMO,52632.22,,,,
140094,2.64076E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103001903_GWH_CIGNA_PPO_1807, Blue Cross, Medicare/Medicaid,59121.05,,,,
140094,3.23231E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103004617_UHC_NAVIGATE_2126, Blue Cross, Local/Regional,63071,,,,
140094,3.30374E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i101000107_BLUE_CROSS_OUT_OF_ST_PPO_2038, Cigna, Local/Regional,61836.31,,,,
140094,3.95659E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000901_CIGNA_HMO_1800, Blue Cross, Medicare/Medicaid,42091.88,,,,
140094,4.03183E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103002509_AMITA_IPA_SITES_HUMANA_1817, UnitedHealthcare, Local/Regional,50152.14,,,,
140094,4.13048E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000620_RAVENSWOOD_RPA_HMOIBLUE_ADV_2040, Blue Cross, POS/Choice,52632.22,,,,
140094,4.20667E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103004605_UHC_HMO_2126, Cigna, PPO,63071,,,,
140094,4.92176E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000905_CIGNA_PPOEPOOA_1807, UnitedHealthcare, PPO,59121.05,,,,
140094,5.23578E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000617_NSPA_HMOIBADV_2040, Cigna, POS/Choice,52632.22,,,,
140094,5.41796E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103001902_GWH_CIGNA_OPEN_ACCESSS_PLUS_1807, Humana, HMO,59121.05,,,,
140094,6.36825E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000611_VILLAGEMD_HMOIBLUE_ADV_SITE_485_2040, Blue Cross, Medicare/Medicaid,52632.22,,,,
140094,6.45929E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000607_BC_AMITA_HMO_2040, Blue Cross, PPO,52632.22,,,,
140094,6.4778E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000633_UIC_PHYS_GROUP_HMOIBLUE_ADV_OUTOFNETWORK_2040, Aetna, HMO,52632.22,,,,
140094,6.99071E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i101000116_BLUE_CROSS_Local_2038, UnitedHealthcare, PPO,61836.31,,,,
140094,7.17668E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000915_CIGNA_LOCAL_PLUS_OUT_OF_NETWORK_1800, Cigna, PPO,42091.88,,,,
140094,7.28892E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000627_ACCESS_COMMUNITY_HMOIBLUE_ADV_OUTOFNETWORK_2040,Other, Local/Regional,52632.22,,,,
140094,7.35512E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103004616_UHC_RIVER_VALLEY_2126, Blue Cross, PPO,63071,,,,
140094,7.60323E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i101000111_BLUE_CHOICE_UNITE_HERE_SELECT_2039, Blue Cross, Medicare/Medicaid,47554.47,,,,
140094,8.23594E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000910_CIGNA_GENERIC_1807, Humana, HMO,59121.05,,,,
140094,8.40971E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103004604_UHC_CORE_2126, UnitedHealthcare, PPO,63071,,,,
140094,8.9263E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000904_CIGNA_POS_1807, Humana, Medicare/Medicaid,59121.05,,,,
140094,9.34549E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103002504_HUMANA_HMO_1817, Cigna, HMO,50152.14,,,,
140094,9.40088E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i101000109_Blue_Cross_HMOIBlue_Advantage_2040, Golden Rule/UnitedHealthcare, PPO,52632.22,,,,
140094,9.40857E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i101000108_BLUE_CROSS_PPO_2038, UnitedHealthcare, PPO,61836.31,,,,
140094,9.82701E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,max,Max_Negotiated_Rate, Amita Health, Medicare/Medicaid,63071,,,,
140094,9.9366E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000116_AETNA_SMART_CARE_1799,Blue Cross, Medicare/Medicaid,59912.11,,,,
140094,9.94991E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103004608_UHC_OPTIONS_PPO_2129, Ascension, Medicare/Medicaid,63071,,,,
140094,1.03624E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000903_CIGNA_OPEN_ACCESS_1807, Caterpillar, HMO,59121.05,,,,
140094,1.06699E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000643_LOCAL_25_SEIU_BCPPO_UHS_OUT_OF_NETWORK_2038, Clear Spring, Medicare/Medicaid,61836.31,,,,
140094,1.13994E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000601_BLUE_CROSS_INDEMNITYSUPPLEMENT_2038, Humana, POS/Choice,61836.31,,,,
140094,1.144E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000613_ADVOCATE_HMOIBLUE_ADVANTAGE_OUTOFNETWORK_2040, Blue Cross, Local/Regional,52632.22,,,,
140094,1.18496E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103002511_PRESENCE_SMEHP_HUMANA_HMO_1817, Healthlink, Local/Regional,50152.14,,,,
140094,1.19305E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103004614_UHC_UNITED_MEDICAL_RESOURCES_2126, Blue Cross, Local/Regional,63071,,,,
140094,1.21177E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103002501_HUMANA_ADVOCATE_1817, UnitedHealthcare, PPO,50152.14,,,,
140094,1.26087E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000914_CIGNA_CONNECT_NETWORK_HMO_1808, Swedish Covenant, Local/Regional,33139,,,,
140094,1.3092E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103004601_GOLDEN_RULE_INS_2126, Cigna, PPO,63071,,,,
140094,1.31089E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103004602_UHC_CHOICE_2126, UnitedHealthcare, HMO,63071,,,,
140094,1.33514E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103002510_PRESENCE_SJHP_HUMANA_1817, Blue Cross, Local/Regional,50152.14,,,,
140094,1.33557E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103004618_UHC_GENERIC_2126, Cigna, HMO,63071,,,,
140094,1.35666E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103004615_UHC_STUDENT_RESOURCES_2126, Humana, Local/Regional,63071,,,,
140094,1.41008E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i101000104_BLUE_CROSS_FEDERAL_EMPLOYEE_2038, Blue Cross, HMO,61836.31,,,,
140094,1.45636E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103002505_HUMANA_NATL_POS_OA_1817, UnitedHealthcare, HMO,50152.14,,,,
140094,1.46142E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103002506_HUMANA_PPO_1818, Cigna, PPO,55459.72,,,,
140094,1.47036E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000912_NALC_CIGNA_1807, Blue Cross, HMO,59121.05,,,,
140094,1.54706E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i101000103_BlueCross_POSChoice_Select_2039, Cigna, PPO,47554.47,,,,
140094,1.626E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i101000112_BC_HMOBLUE_ADV_STATE_OF_IL_2040, Blue Cross, HMO,52632.22,,,,
140094,1.63987E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i101000113_CITY_OF_CHICAGOTELLIGEN_2038, Blue Cross, HMO,61836.31,,,,
140094,1.7556E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103002205_HEALTHLINK_1825, Blue Cross, HMO,61467.5,,,,
140094,1.75885E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103002520_HUMANA_ILLINOIS_CCN_HMO_1817, Blue Cross, Local/Regional,50152.14,,,,
140094,1.79395E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103004613_UHC_SELECT_PLUS_2126, Cigna, Local/Regional,63071,,,,
140094,1.80476E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103007501_IMAGINE_HEALTH_PPO_1824, Blue Cross, HMO,61713.37,,,,
140094,1.82793E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000631_SIX_CORNER_RAVENSWOOD_HMOIBLUE_ADV_OUTOFNETWORK_2040, UnitedHealthcare, PPO,52632.22,,,,
140117,1.11051E+17,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i101000104_BLUE_CROSS_FEDERAL_EMPLOYEE_2035, Blue Cross, POS/Choice,62140.97,,,,
140117,2.03293E+17,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103002504_HUMANA_HMO_1815, Cigna, Other,57822.21,,,,
140117,4.48782E+17,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103001902_GWH_CIGNA_OPEN_ACCESSS_PLUS_1805, UnitedHealthcare, PPO,59121.05,,,,
140117,7.12123E+17,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i101000103_BlueCross_POSChoice_Select_2036, UnitedHealthcare, PPO,47789.65,,,,
140117,2.78609E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000611_VILLAGEMD_HMOIBLUE_ADV_SITE_485_2037, Humana, HMO,52888.78,,,,
140117,2.87337E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i101000109_Blue_Cross_HMOIBlue_Advantage_2037, Blue Cross, HMO,52888.78,,,,
140117,3.10138E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000914_CIGNA_CONNECT_NETWORK_HMO_1806, Blue Cross, PPO,33139,,,,
140117,3.26965E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103002506_HUMANA_PPO_1816, Aetna, HMO,63915.51,,,,
140117,3.56956E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103001903_GWH_CIGNA_PPO_1805, UnitedHealthcare, PPO,59121.05,,,,
140117,3.89406E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103002502_HUMANA_CHOICE_CARE_1815, Cigna, PPO,57822.21,,,,
140117,5.02758E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000912_NALC_CIGNA_1805, Blue Cross, Local/Regional,59121.05,,,,
140117,5.03255E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103002511_PRESENCE_SMEHP_HUMANA_HMO_1815, Blue Cross, PPO,57822.21,,,,
140117,5.40467E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000601_BLUE_CROSS_INDEMNITYSUPPLEMENT_2035, Blue Cross, HMO,62140.97,,,,
140117,5.89457E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103004613_UHC_SELECT_PLUS_2126, Humana, HMO,63071,,,,
140117,6.18242E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103004617_UHC_NAVIGATE_2126, UnitedHealthcare, PPO,63071,,,,
140117,6.22381E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000634_UNIFIED_PHYS_NETWORK_BCBS_2037, Humana, HMO,52888.78,,,,
140117,6.23203E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103002204_HEALTHLINK_STATE_OF_ILLINOIS_1825, Cigna, HMO,61467.5,,,,
140117,6.62142E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103002203_HEALTHLINK_OPEN_ACCESS_1825, UnitedHealthcare, PPO,61467.5,,,,
140117,6.626E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000905_CIGNA_PPOEPOOA_1805, UnitedHealthcare, PPO,59121.05,,,,
140117,6.7447E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103004603_UHC_CHOICE_PLUS_2126, Humana, HMO,63071,,,,
140117,6.79451E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000903_CIGNA_OPEN_ACCESS_1805, UnitedHealthcare, Other,59121.05,,,,
140117,6.90553E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103007501_IMAGINE_HEALTH_PPO_1824, UnitedHealthcare, Other,61713.37,,,,
140117,7.12212E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000617_NSPA_HMOIBADV_2037, Blue Cross, Local/Regional,52888.78,,,,
140117,7.48867E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103002505_HUMANA_NATL_POS_OA_1815, Humana, POS/Choice,57822.21,,,,
140117,7.83361E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103004618_UHC_GENERIC_2126, Humana, PPO,63071,,,,
140117,8.0971E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000915_CIGNA_LOCAL_PLUS_OUT_OF_NETWORK_1800, Cigna, PPO,42091.88,,,,
140117,8.15168E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000904_CIGNA_POS_1805, Blue Cross, POS/Choice,59121.05,,,,
140117,8.44846E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i101000113_CITY_OF_CHICAGOTELLIGEN_2035, Blue Cross, HMO,62140.97,,,,
140117,8.45089E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i100012101_CIGNA_ONE_HEALTH_HMO_1800, Blue Cross, Local/Regional,42091.88,,,,
140117,8.7381E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000116_AETNA_SMART_CARE_1798, Healthlink, PPO,43839.69,,,,
140117,8.97009E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i101000116_BLUE_CROSS_Local_2035, Humana, HMO,62140.97,,,,
140117,9.22467E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000621_RPPGHMOIBLUE_ADV_2037, UnitedHealthcare, PPO,52888.78,,,,
140117,9.63069E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103002520_HUMANA_ILLINOIS_CCN_HMO_1815, Imagine Health, PPO,57822.21,,,,
140117,9.69789E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000910_CIGNA_GENERIC_1805, Blue Cross, HMO,59121.05,,,,
140117,9.9204E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000631_SIX_CORNER_RAVENSWOOD_HMOIBLUE_ADV_OUTOFNETWORK_2037, Blue Cross, Local/Regional,52888.78,,,,
140117,1.07378E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103004604_UHC_CORE_2126, Humana, HMO,63071,,,,
140117,1.0796E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103004609_UHC_OXFORD_HEALTH_PLANS_2126, Cigna, PPO,63071,,,,
140117,1.09647E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000901_CIGNA_HMO_1800, Blue Cross, POS/Choice,42091.88,,,,
140117,1.10744E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103002521_PRESENCE_RHP_HUMANA_1815, Blue Cross, HMO,57822.21,,,,
140117,1.1159E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103002503_HUMANA_CHOICE_POS_1815, Blue Cross, HMO,57822.21,,,,
140117,1.1315E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103004614_UHC_UNITED_MEDICAL_RESOURCES_2126, Cigna, HMO,63071,,,,
140117,1.16115E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,min,Min_Negotiated_Rate, Humana, PPO,21517,,,,
140117,1.25259E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103004608_UHC_OPTIONS_PPO_2129, Cigna, PPO,63071,,,,
140117,1.30676E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103002205_HEALTHLINK_1825, Humana, POS/Choice,61467.5,,,,
140117,1.35123E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i101000107_BLUE_CROSS_OUT_OF_ST_PPO_2035, Cigna, PPO,62140.97,,,,
140117,1.37448E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i101000112_BC_HMOBLUE_ADV_STATE_OF_IL_2037, Humana, HMO,52888.78,,,,
140117,1.38553E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,max,Max_Negotiated_Rate, Blue Cross, PPO,63915.51,,,,
140117,1.39892E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103004615_UHC_STUDENT_RESOURCES_2126, UnitedHealthcare, PPO,63071,,,,
140117,1.47408E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000607_BC_AMITA_HMO_2037, UnitedHealthcare, HMO,52888.78,,,,
140117,1.54482E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000643_LOCAL_25_SEIU_BCPPO_UHS_OUT_OF_NETWORK_2035, Blue Cross, Local/Regional,62140.97,,,,
140117,1.54977E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103004619_UHC_ALL_SAVERS_2126, Healthlink, Local/Regional,63071,,,,
140117,1.60692E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000613_ADVOCATE_HMOIBLUE_ADVANTAGE_OUTOFNETWORK_2037, Healthlink, PPO,52888.78,,,,
140117,1.62038E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000633_UIC_PHYS_GROUP_HMOIBLUE_ADV_OUTOFNETWORK_2037, Cigna, PPO,52888.78,,,,
140117,1.6492E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i101000108_BLUE_CROSS_PPO_2035, UnitedHealthcare, PPO,62140.97,,,,
140117,1.67977E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000620_RAVENSWOOD_RPA_HMOIBLUE_ADV_2037, Cigna, PPO,52888.78,,,,
140117,1.68366E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000635_NORTHWEST_COMMUNITY_HEALTH_PARTNERS_2037, Imagine Health, PPO,52888.78,,,,
140117,1.71569E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103002509_AMITA_IPA_SITES_HUMANA_1815, Blue Cross, HMO,57822.21,,,,
140117,1.72826E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103004601_GOLDEN_RULE_INS_2126, Humana, POS/Choice,63071,,,,
140117,1.73234E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103004602_UHC_CHOICE_2126, UnitedHealthcare, Other,63071,,,,
140117,1.73371E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000627_ACCESS_COMMUNITY_HMOIBLUE_ADV_OUTOFNETWORK_2037, Cigna, Local/Regional,52888.78,,,,
140117,1.73482E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103004605_UHC_HMO_2126, Cigna, POS/Choice,63071,,,,
140117,1.78532E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i101000106_BLUE_CROSS_OUT_OF_ST_HMO_2037, Blue Cross, Local/Regional,52888.78,,,,
140117,1.8013E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000902_CIGNA_INDEMNITY_1805, Cigna, HMO,59121.05,,,,
140117,1.82232E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i101000111_BLUE_CHOICE_UNITE_HERE_SELECT_2036, Aetna, HMO,47789.65,,,,
140155,4.79153E+17,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,HEAAHMO02_HEALTH_ALLIANCE_HMOPOS_1478, Blue Cross, Local/Regional,44785.76,,,,
140155,5.15757E+17,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,CIGCON01_Cigna_Connect_Network_HMO_1474, Blue Cross, HMO,33139,,,,
140155,5.74063E+17,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,COVPP01_COVENTRY_PPO_1477, Humana, HMO,38093.82,,,,
140155,9.507E+17,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,HEAASOI01_Health_AllianceHMO_State_of_IL_1478, Cigna, Other,44785.76,,,,
140155,2.40573E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,CIGNPP00_CIGNA_PPOPOSOAHEALTHLINK_1473, Blue Cross, HMO,58832.42,,,,
