hospital_id,row_id,line_type,description,rev_code,local_code,code,ms_drg,apr_drg,eapg,hcpcs_cpt,modifiers,alt_hcpcs_cpt,thru,apc,icd,ndc,drug_hcpcs_multiplier,drug_quantity,drug_unit_of_measurement,drug_type_of_measurement,billing_class,setting,rate_category,payer_name,carrier,plan_type,plan_name,standard_charge,standard_charge_percent,contracting_method,additional_generic_notes,additional_payer_specific_notes
140094,2150774021282105084,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,min,Min_Negotiated_Rate,Other, HMO,,21517.0,,,,
140094,2630990363422336351,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000610_SWEDISH_COVENANT_PHYSICIAN_PARTNERS_2040,Other, PPO,,52632.22,,,,
140094,2640755598659291183,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103001903_GWH_CIGNA_PPO_1807, Cigna, PPO,,59121.05,,,,
140094,3232307305665108211,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103004617_UHC_NAVIGATE_2126, UnitedHealthcare, HMO,,63071.0,,,,
140094,3303739234489069496,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i101000107_BLUE_CROSS_OUT_OF_ST_PPO_2038, Blue Cross, Local/Regional,,61836.31,,,,
140094,3956591022227745660,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000901_CIGNA_HMO_1800, Cigna, HMO,,42091.88,,,,
140094,4031832643415145243,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103002509_AMITA_IPA_SITES_HUMANA_1817, Humana, Local/Regional,,50152.14,,,,
140094,4130481562086797474,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000620_RAVENSWOOD_RPA_HMOIBLUE_ADV_2040, Blue Cross, Medicare/Medicaid,,52632.22,,,,
140094,4206665452183331679,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103004605_UHC_HMO_2126, UnitedHealthcare, HMO,,63071.0,,,,
140094,4921761040504685483,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000905_CIGNA_PPOEPOOA_1807, Cigna, PPO,,59121.05,,,,
140094,5235782266419349802,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000617_NSPA_HMOIBADV_2040,Other, Medicare/Medicaid,,52632.22,,,,
140094,5417956887787642339,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103001902_GWH_CIGNA_OPEN_ACCESSS_PLUS_1807, Cigna, PPO,,59121.05,,,,
140094,6368249451463746920,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000611_VILLAGEMD_HMOIBLUE_ADV_SITE_485_2040, Blue Cross, Medicare/Medicaid,,52632.22,,,,
140094,6459290635582151989,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000607_BC_AMITA_HMO_2040,Other, HMO,,52632.22,,,,
140094,6477804424942232142,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000633_UIC_PHYS_GROUP_HMOIBLUE_ADV_OUTOFNETWORK_2040, Blue Cross, Medicare/Medicaid,,52632.22,,,,
140094,6990710730629444646,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i101000116_BLUE_CROSS_Local_2038, Blue Cross, PPO,,61836.31,,,,
140094,7176680258037391607,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000915_CIGNA_LOCAL_PLUS_OUT_OF_NETWORK_1800, Cigna, Local/Regional,,42091.88,,,,
140094,7288924118654368221,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000627_ACCESS_COMMUNITY_HMOIBLUE_ADV_OUTOFNETWORK_2040, Blue Cross, Medicare/Medicaid,,52632.22,,,,
140094,7355122126319361649,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103004616_UHC_RIVER_VALLEY_2126, UnitedHealthcare, Local/Regional,,63071.0,,,,
140094,7603230683568595207,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i101000111_BLUE_CHOICE_UNITE_HERE_SELECT_2039, Blue Cross, POS/Choice,,47554.47,,,,
140094,8235937659429268210,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000910_CIGNA_GENERIC_1807, Cigna, PPO,,59121.05,,,,
140094,8409710793825893544,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103004604_UHC_CORE_2126, UnitedHealthcare, PPO,,63071.0,,,,
140094,8926301056249715171,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000904_CIGNA_POS_1807, Cigna, POS/Choice,,59121.05,,,,
140094,9345491358789968115,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103002504_HUMANA_HMO_1817, Humana, HMO,,50152.14,,,,
140094,9400877971304134968,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i101000109_Blue_Cross_HMOIBlue_Advantage_2040, Blue Cross, Medicare/Medicaid,,52632.22,,,,
140094,9408567398862301029,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i101000108_BLUE_CROSS_PPO_2038, Blue Cross, PPO,,61836.31,,,,
140094,9827011919877957105,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,max,Max_Negotiated_Rate,Other, HMO,,63071.0,,,,
140094,9936599391012402663,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000116_AETNA_SMART_CARE_1799, Aetna, HMO,,59912.11,,,,
140094,9949913786655610754,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103004608_UHC_OPTIONS_PPO_2129, UnitedHealthcare, PPO,,63071.0,,,,
140094,10362438026534408050,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000903_CIGNA_OPEN_ACCESS_1807, Cigna, PPO,,59121.05,,,,
140094,10669917923964458424,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000643_LOCAL_25_SEIU_BCPPO_UHS_OUT_OF_NETWORK_2038,Other, Local/Regional,,61836.31,,,,
140094,11399445227919488110,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000601_BLUE_CROSS_INDEMNITYSUPPLEMENT_2038, Blue Cross, PPO,,61836.31,,,,
140094,11440026850953089828,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000613_ADVOCATE_HMOIBLUE_ADVANTAGE_OUTOFNETWORK_2040, Blue Cross, Medicare/Medicaid,,52632.22,,,,
140094,11849593377961632380,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103002511_PRESENCE_SMEHP_HUMANA_HMO_1817, Humana, HMO,,50152.14,,,,
140094,11930479801661003352,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103004614_UHC_UNITED_MEDICAL_RESOURCES_2126, UnitedHealthcare, PPO,,63071.0,,,,
140094,12117665428078113287,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103002501_HUMANA_ADVOCATE_1817, Humana, Medicare/Medicaid,,50152.14,,,,
140094,12608710217781189449,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000914_CIGNA_CONNECT_NETWORK_HMO_1808, Cigna, HMO,,33139.0,,,,
140094,13091952685525618424,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103004601_GOLDEN_RULE_INS_2126, Golden Rule/UnitedHealthcare, PPO,,63071.0,,,,
140094,13108899723855364731,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103004602_UHC_CHOICE_2126, UnitedHealthcare, PPO,,63071.0,,,,
140094,13351408351364986979,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103002510_PRESENCE_SJHP_HUMANA_1817, Humana, HMO,,50152.14,,,,
140094,13355657177202305594,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103004618_UHC_GENERIC_2126, UnitedHealthcare, PPO,,63071.0,,,,
140094,13566550311648539934,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103004615_UHC_STUDENT_RESOURCES_2126, UnitedHealthcare, PPO,,63071.0,,,,
140094,14100784436768071736,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i101000104_BLUE_CROSS_FEDERAL_EMPLOYEE_2038, Blue Cross, PPO,,61836.31,,,,
140094,14563593898059990365,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103002505_HUMANA_NATL_POS_OA_1817, Humana, POS/Choice,,50152.14,,,,
140094,14614236651590674830,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103002506_HUMANA_PPO_1818, Humana, PPO,,55459.72,,,,
140094,14703613709060012182,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000912_NALC_CIGNA_1807, Cigna, PPO,,59121.05,,,,
140094,15470621908107335851,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i101000103_BlueCross_POSChoice_Select_2039, Blue Cross, POS/Choice,,47554.47,,,,
140094,16260014852591087943,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i101000112_BC_HMOBLUE_ADV_STATE_OF_IL_2040, Blue Cross, Medicare/Medicaid,,52632.22,,,,
140094,16398702775563067648,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i101000113_CITY_OF_CHICAGOTELLIGEN_2038,Other, Local/Regional,,61836.31,,,,
140094,17555964976099152766,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103002205_HEALTHLINK_1825, Healthlink, PPO,,61467.5,,,,
140094,17588505343991371882,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103002520_HUMANA_ILLINOIS_CCN_HMO_1817, Humana, HMO,,50152.14,,,,
140094,17939521131278336326,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103004613_UHC_SELECT_PLUS_2126, UnitedHealthcare, PPO,,63071.0,,,,
140094,18047589604240281394,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103007501_IMAGINE_HEALTH_PPO_1824,Other, PPO,,61713.37,,,,
140094,18279316063267317778,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000631_SIX_CORNER_RAVENSWOOD_HMOIBLUE_ADV_OUTOFNETWORK_2040, Blue Cross, Medicare/Medicaid,,52632.22,,,,
140117,111050634287894368,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i101000104_BLUE_CROSS_FEDERAL_EMPLOYEE_2035, Blue Cross, PPO,,62140.97,,,,
140117,203292655956799976,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103002504_HUMANA_HMO_1815, Humana, HMO,,57822.21,,,,
140117,448782206518842075,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103001902_GWH_CIGNA_OPEN_ACCESSS_PLUS_1805, Cigna, PPO,,59121.05,,,,
140117,712122576269614949,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i101000103_BlueCross_POSChoice_Select_2036, Blue Cross, POS/Choice,,47789.65,,,,
140117,2786090653623154704,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000611_VILLAGEMD_HMOIBLUE_ADV_SITE_485_2037, Blue Cross, Medicare/Medicaid,,52888.78,,,,
140117,2873368772662329176,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i101000109_Blue_Cross_HMOIBlue_Advantage_2037, Blue Cross, Medicare/Medicaid,,52888.78,,,,
140117,3101377421814507670,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000914_CIGNA_CONNECT_NETWORK_HMO_1806, Cigna, HMO,,33139.0,,,,
140117,3269646339684715554,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103002506_HUMANA_PPO_1816, Humana, PPO,,63915.51,,,,
140117,3569558721622135113,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103001903_GWH_CIGNA_PPO_1805, Cigna, PPO,,59121.05,,,,
140117,3894055185689615447,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103002502_HUMANA_CHOICE_CARE_1815, Humana, POS/Choice,,57822.21,,,,
140117,5027576869983779557,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000912_NALC_CIGNA_1805, Cigna, PPO,,59121.05,,,,
140117,5032549556546819167,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103002511_PRESENCE_SMEHP_HUMANA_HMO_1815, Humana, HMO,,57822.21,,,,
140117,5404671381986483442,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000601_BLUE_CROSS_INDEMNITYSUPPLEMENT_2035, Blue Cross, PPO,,62140.97,,,,
140117,5894571535421300166,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103004613_UHC_SELECT_PLUS_2126, UnitedHealthcare, PPO,,63071.0,,,,
140117,6182422319171488838,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103004617_UHC_NAVIGATE_2126, UnitedHealthcare, HMO,,63071.0,,,,
140117,6223812561329818513,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000634_UNIFIED_PHYS_NETWORK_BCBS_2037,Other, Local/Regional,,52888.78,,,,
140117,6232028386041591336,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103002204_HEALTHLINK_STATE_OF_ILLINOIS_1825, Healthlink, Local/Regional,,61467.5,,,,
140117,6621416989707505043,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103002203_HEALTHLINK_OPEN_ACCESS_1825, Healthlink, PPO,,61467.5,,,,
140117,6626001070657311653,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000905_CIGNA_PPOEPOOA_1805, Cigna, PPO,,59121.05,,,,
140117,6744698703943744802,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103004603_UHC_CHOICE_PLUS_2126, UnitedHealthcare, PPO,,63071.0,,,,
140117,6794511689513101205,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000903_CIGNA_OPEN_ACCESS_1805, Cigna, PPO,,59121.05,,,,
140117,6905531220026815833,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103007501_IMAGINE_HEALTH_PPO_1824,Other, PPO,,61713.37,,,,
140117,7122121706168138712,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000617_NSPA_HMOIBADV_2037,Other, HMO,,52888.78,,,,
140117,7488673213298138345,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103002505_HUMANA_NATL_POS_OA_1815, Humana, POS/Choice,,57822.21,,,,
140117,7833605102531869956,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103004618_UHC_GENERIC_2126, UnitedHealthcare, PPO,,63071.0,,,,
140117,8097095464060053132,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000915_CIGNA_LOCAL_PLUS_OUT_OF_NETWORK_1800, Cigna, Local/Regional,,42091.88,,,,
140117,8151679399548786176,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000904_CIGNA_POS_1805, Cigna, POS/Choice,,59121.05,,,,
140117,8448463795451718549,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i101000113_CITY_OF_CHICAGOTELLIGEN_2035,Other, Local/Regional,,62140.97,,,,
140117,8450887486829736185,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i100012101_CIGNA_ONE_HEALTH_HMO_1800, Cigna, HMO,,42091.88,,,,
140117,8738103761288456946,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000116_AETNA_SMART_CARE_1798, Aetna, HMO,,43839.69,,,,
140117,8970093948821108394,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i101000116_BLUE_CROSS_Local_2035, Blue Cross, PPO,,62140.97,,,,
140117,9224672966181559328,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000621_RPPGHMOIBLUE_ADV_2037, Blue Cross, Medicare/Medicaid,,52888.78,,,,
140117,9630691403043972013,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103002520_HUMANA_ILLINOIS_CCN_HMO_1815, Humana, HMO,,57822.21,,,,
140117,9697893931463435064,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000910_CIGNA_GENERIC_1805, Cigna, PPO,,59121.05,,,,
140117,9920401518936994881,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000631_SIX_CORNER_RAVENSWOOD_HMOIBLUE_ADV_OUTOFNETWORK_2037, Blue Cross, Medicare/Medicaid,,52888.78,,,,
140117,10737826719374196513,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103004604_UHC_CORE_2126, UnitedHealthcare, PPO,,63071.0,,,,
140117,10795955275809401942,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103004609_UHC_OXFORD_HEALTH_PLANS_2126, UnitedHealthcare, PPO,,63071.0,,,,
140117,10964676577515744464,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000901_CIGNA_HMO_1800, Cigna, HMO,,42091.88,,,,
140117,11074363423532339391,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103002521_PRESENCE_RHP_HUMANA_1815, Humana, PPO,,57822.21,,,,
140117,11159047758189941306,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103002503_HUMANA_CHOICE_POS_1815, Humana, POS/Choice,,57822.21,,,,
140117,11314951765198246306,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103004614_UHC_UNITED_MEDICAL_RESOURCES_2126, UnitedHealthcare, PPO,,63071.0,,,,
140117,11611482624083400379,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,min,Min_Negotiated_Rate,Other, HMO,,21517.0,,,,
140117,12525908496733861443,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103004608_UHC_OPTIONS_PPO_2129, UnitedHealthcare, PPO,,63071.0,,,,
140117,13067643942392069763,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103002205_HEALTHLINK_1825, Healthlink, PPO,,61467.5,,,,
140117,13512298952914133597,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i101000107_BLUE_CROSS_OUT_OF_ST_PPO_2035, Blue Cross, Local/Regional,,62140.97,,,,
140117,13744750742409153561,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i101000112_BC_HMOBLUE_ADV_STATE_OF_IL_2037, Blue Cross, HMO,,52888.78,,,,
140117,13855340359661997873,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,max,Max_Negotiated_Rate,Other, HMO,,63915.51,,,,
140117,13989213412432303742,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103004615_UHC_STUDENT_RESOURCES_2126, UnitedHealthcare, PPO,,63071.0,,,,
140117,14740844261183017623,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000607_BC_AMITA_HMO_2037,Other, HMO,,52888.78,,,,
140117,15448196436560522621,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000643_LOCAL_25_SEIU_BCPPO_UHS_OUT_OF_NETWORK_2035,Other, Local/Regional,,62140.97,,,,
140117,15497664902486777424,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103004619_UHC_ALL_SAVERS_2126, UnitedHealthcare, PPO,,63071.0,,,,
140117,16069193588005772249,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000613_ADVOCATE_HMOIBLUE_ADVANTAGE_OUTOFNETWORK_2037, Blue Cross, Medicare/Medicaid,,52888.78,,,,
140117,16203838001970996256,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000633_UIC_PHYS_GROUP_HMOIBLUE_ADV_OUTOFNETWORK_2037, Blue Cross, Medicare/Medicaid,,52888.78,,,,
140117,16492045087718751734,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i101000108_BLUE_CROSS_PPO_2035, Blue Cross, PPO,,62140.97,,,,
140117,16797724645300241215,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000620_RAVENSWOOD_RPA_HMOIBLUE_ADV_2037, Blue Cross, Medicare/Medicaid,,52888.78,,,,
140117,16836581667639605793,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000635_NORTHWEST_COMMUNITY_HEALTH_PARTNERS_2037,Other, PPO,,52888.78,,,,
140117,17156861888744081042,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103002509_AMITA_IPA_SITES_HUMANA_1815, Humana, Local/Regional,,57822.21,,,,
140117,17282624620776331926,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103004601_GOLDEN_RULE_INS_2126, Golden Rule/UnitedHealthcare, PPO,,63071.0,,,,
140117,17323444798482103072,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103004602_UHC_CHOICE_2126, UnitedHealthcare, PPO,,63071.0,,,,
140117,17337143395767387987,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000627_ACCESS_COMMUNITY_HMOIBLUE_ADV_OUTOFNETWORK_2037, Blue Cross, Medicare/Medicaid,,52888.78,,,,
140117,17348239895246028258,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103004605_UHC_HMO_2126, UnitedHealthcare, HMO,,63071.0,,,,
140117,17853173208285518086,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i101000106_BLUE_CROSS_OUT_OF_ST_HMO_2037, Blue Cross, Local/Regional,,52888.78,,,,
140117,18012967079634280980,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000902_CIGNA_INDEMNITY_1805, Cigna, PPO,,59121.05,,,,
140117,18223190798802465865,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i101000111_BLUE_CHOICE_UNITE_HERE_SELECT_2036, Blue Cross, POS/Choice,,47789.65,,,,
140155,479153171359051988,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,HEAAHMO02_HEALTH_ALLIANCE_HMOPOS_1478, Health Alliance, HMO,,44785.76,,,,
140155,515756828656217899,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,CIGCON01_Cigna_Connect_Network_HMO_1474, Cigna, HMO,,33139.0,,,,
140155,574062601227605173,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,COVPP01_COVENTRY_PPO_1477, Coventry, PPO,,38093.82,,,,
